title,neighborhood,time_duration,bedrooms,bathrooms,size,price
فيلا للبيع في حي الملقا ، الرياض,الملقا,3 days 00:00:00,5.0,4.0,666.0,1895102.561459796
فيلا للبيع في شارع رقم 243 ، الرياض,النرجس,0 days 14:00:00,6.0,5.0,225.0,1100000.0
فيلا للبيع في الرياض,الجنادرية,30 days 10:00:00,4.0,3.0,360.0,1250000.0
فيلا للبيع في الرياض,العارض,60 days 20:00:00,6.0,5.0,400.0,1300000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,60 days 20:00:00,4.0,5.0,300.0,1850000.0
فيلا للبيع في الرياض,طويق,30 days 10:00:00,5.0,5.0,350.0,950000.0
فيلا للبيع في طريق الصحابة ، حي المونسية ، الرياض,المونسية,60 days 20:00:00,3.0,3.0,350.0,1170000.0
فيلا للبيع في الرياض,العارض,14 days 00:00:00,4.0,4.0,348.0,1600000.0
فيلا للبيع في الرياض,المهدية,60 days 20:00:00,5.0,5.0,375.0,1350000.0
فيلا للبيع في ملهم,بنبان,2 days 00:00:00,4.70312813314618,5.0,475.6799679165831,1200000.0
فيلا للبيع في الرياض,العارض,14 days 00:00:00,3.0,5.0,250.0,1200000.0
فيلا للبيع في شارع عباس الجوهري ، حي الورود ، الرياض,الورود,60 days 20:00:00,5.0,4.0,400.0,1250000.0
فيلا للبيع في الرياض,العارض,5 days 00:00:00,5.0,4.0,325.0,1550000.0
فيلا للبيع في شارع نجم الدين الأيوبي الفرعي ، الرياض,طويق,30 days 10:00:00,5.0,3.0,375.0,870000.0
فيلا للبيع في الرياض,الملقا,0 days 04:00:00,5.0,5.0,665.0,1895102.561459796
فيلا للبيع في طريق الملك عبدالعزيز ، الرياض,العارض,2 days 00:00:00,4.70312813314618,5.0,325.0,1550000.0
فيلا للبيع في شارع نجم الدين الأيوبي الفرعي ، الرياض,طويق,30 days 10:00:00,5.0,5.0,300.0,1050000.0
فيلا للبيع في المملكة العربية السعودية,أحد,60 days 20:00:00,3.0,3.0,350.0,1100000.0
فيلا للبيع في شارع علي البجادي ، الرياض,الرمال,60 days 20:00:00,4.0,5.0,324.0,1240000.0
فيلا للبيع في طريق الإمام عبدالله بن سعود بن عبدالعزيز الفرعي ، حي القادسية ، الرياض,القادسية,60 days 20:00:00,4.70312813314618,5.0,384.0,1300000.0
فيلا للبيع في حي الرمال ، الرياض,الرمال,60 days 20:00:00,4.0,5.0,500.0,1650000.0
فيلا للبيع في حي الرمال ، الرياض,الرمال,1 days 00:00:00,5.0,4.0,372.0,1170000.0
فيلا للبيع في شارع علي البجادي ، الرياض,الرمال,60 days 20:00:00,4.0,4.0,288.0,1000000.0
فيلا للبيع في شارع نجم الدين الأيوبي الفرعي ، الرياض,طويق,30 days 10:00:00,5.0,4.0,352.0,1150000.0
فيلا للبيع في شارع نجم الدين الأيوبي الفرعي ، الرياض,طويق,30 days 10:00:00,5.0,4.0,450.0,1350000.0
فيلا للبيع في شارع نجم الدين الأيوبي الفرعي ، الرياض,طويق,30 days 10:00:00,5.0,4.0,450.0,1050000.0
فيلا للبيع في شارع الطائف ، حي ظهرة لبن ، الرياض,لبن,7 days 00:00:00,5.0,3.0,375.0,1000000.0
فيلا للبيع في الرياض,طويق,30 days 10:00:00,5.0,4.0,375.0,1050000.0
فيلا للبيع في شارع محمد الحريري البصري ، الرياض,الرمال,60 days 20:00:00,5.0,3.0,300.0,1000000.0
فيلا للبيع في حي النرجس ، الرياض,النرجس,3 days 00:00:00,3.0,4.0,450.0,1850000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,7 days 00:00:00,4.0,5.0,276.0,1750000.0
فيلا للبيع في طريق علي البجادي ، حي الرمال ، الرياض,الرمال,60 days 20:00:00,4.0,4.0,270.0,940000.0
فيلا للبيع في الرياض,الرمال,60 days 20:00:00,4.0,4.449167836374574,225.0,900000.0
فيلا للبيع في الرياض,طويق,14 days 00:00:00,4.0,5.0,450.0,1400000.0
فيلا للبيع في شارع ابن باديس ، حي الربوة ، الرياض,الربوة,2 days 00:00:00,4.70312813314618,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في طريق الإمام عبدالله بن سعود بن عبدالعزيز الفرعي ، حي القادسية ، الرياض,القادسية,7 days 00:00:00,5.0,5.0,512.0,1900000.0
فيلا للبيع في حي الدار البيضاء ، الرياض,البيضاء,30 days 10:00:00,5.0,4.449167836374574,325.0,1895102.561459796
فيلا للبيع في شارع الجراح الحكمي ، حي العريجاء الغربية ، الرياض,الغربية,7 days 00:00:00,4.0,4.449167836374574,475.6799679165831,1200000.0
فيلا للبيع في حي الدار البيضاء ، الرياض,البيضاء,30 days 10:00:00,5.0,3.0,325.0,1000000.0
فيلا للبيع في حي طويق ، الرياض,طويق,30 days 10:00:00,5.0,5.0,360.0,1000150.0
فيلا للبيع في شارع قابس ، حي اليرموك ، الرياض,اليرموك,60 days 20:00:00,6.0,4.0,475.6799679165831,2850000.0
فيلا للبيع في الرياض,العارض,0 days 04:00:00,4.0,3.0,413.0,1750000.0
فيلا للبيع في شارع نجم الدين الأيوبي الفرعي ، الرياض,طويق,30 days 10:00:00,5.0,5.0,315.0,1250000.0
فيلا للبيع في حي الحزم ، الرياض,الحزم,30 days 10:00:00,5.0,5.0,325.0,1050000.0
فيلا للبيع في حي القادسية ، الرياض,القادسية,14 days 00:00:00,4.70312813314618,5.0,400.0,1700000.0
فيلا للبيع في طريق عثمان بن عفان ، الرياض,النرجس,7 days 00:00:00,5.0,4.0,450.0,1800000.0
فيلا للبيع في حي المونسية ، الرياض,المونسية,60 days 20:00:00,4.0,5.0,300.0,1400000.0
فيلا للبيع في المملكة العربية السعودية,الجنادرية,5 days 00:00:00,4.0,5.0,360.0,1250000.0
فيلا للبيع في الرياض,العارض,7 days 00:00:00,5.0,4.0,346.0,1600000.0
فيلا للبيع في الرياض,المهدية,0 days 13:00:00,3.0,4.0,450.0,1000000.0
فيلا للبيع في حي المونسية ، الرياض,المونسية,30 days 10:00:00,5.0,4.449167836374574,250.0,1080000.0
فيلا للبيع في الرياض,المعيزلة,30 days 10:00:00,4.0,3.0,275.0,900000.0
فيلا للبيع في شارع احمد الكثيري ، حي شبرا ، الرياض,شبرا,6 days 00:00:00,4.70312813314618,4.449167836374574,672.0,1400000.0
فيلا للبيع في شارع وادي الساحل ، الرياض,الرمال,0 days 07:00:00,4.0,5.0,275.0,1030000.0
فيلا للبيع في الرياض,طويق,60 days 20:00:00,5.0,5.0,240.0,950000.0
فيلا للبيع في المملكة العربية السعودية,الرمال,30 days 10:00:00,4.0,3.0,429.0,1480000.0
فيلا للبيع في حي العزيزية ، الرياض,العزيزية,0 days 15:00:00,4.0,3.0,370.0,630000.0
فيلا للبيع في الرياض,الرمال,30 days 10:00:00,4.0,3.0,429.0,1480000.0
فيلا للبيع في حي الملقا ، الرياض,الملقا,0 days 03:00:00,4.0,4.0,200.0,135000.0
فيلا للبيع في حي العريجاء الغربية ، الرياض,الغربية,30 days 10:00:00,4.70312813314618,5.0,415.0,1350000.0
فيلا للبيع في حي القادسية ، الرياض,القادسية,60 days 20:00:00,4.0,4.0,307.0,1270000.0
فيلا للبيع في حي القادسية ، الرياض,القادسية,60 days 20:00:00,4.0,5.0,372.0,1330000.0
فيلا للبيع في الرياض,طويق,60 days 20:00:00,3.0,4.0,515.0,1060000.0
فيلا للبيع في حي عكاظ ، الرياض,عكاظ,30 days 10:00:00,6.0,5.0,300.0,950000.0
فيلا للبيع في حي عكاظ ، الرياض,عكاظ,30 days 10:00:00,6.0,5.0,300.0,900000.0
فيلا للبيع في الرياض,العارض,0 days 08:00:00,3.0,4.0,336.0,1600000.0
فيلا للبيع في الرياض,الجنادرية,30 days 10:00:00,3.0,3.0,340.0,850000.0
فيلا للبيع في حي ديراب ، الرياض,ديراب,30 days 10:00:00,5.0,5.0,312.0,950000.0
فيلا للبيع في حي ديراب ، الرياض,ديراب,30 days 10:00:00,6.0,5.0,340.0,1100000.0
فيلا للبيع في حي الرمال ، الرياض,الرمال,60 days 20:00:00,5.0,5.0,372.0,1200000.0
فيلا للبيع في الرياض,الجنادرية,30 days 10:00:00,4.70312813314618,3.0,270.0,900000.0
فيلا للبيع في حي الملقا ، الرياض,الملقا,3 days 00:00:00,5.0,5.0,420.0,2150000.0
فيلا للبيع في شارع الاوزاعي ، حي النظيم ، الرياض,النظيم,21 days 00:00:00,4.0,3.0,550.0,600000.0
فيلا للبيع في الرياض,الجنادرية,30 days 10:00:00,4.0,3.0,340.0,1150000.0
فيلا للبيع في الرياض,الجنادرية,30 days 10:00:00,3.0,4.0,340.0,860000.0
فيلا للبيع في حي الملقا ، الرياض,الملقا,0 days 12:00:00,5.0,5.0,600.0,1895102.561459796
فيلا للبيع في شارع الحاسب ، الرياض,الملقا,7 days 00:00:00,5.0,5.0,450.0,2700000.0
فيلا للبيع في حي الملقا ، الرياض,الملقا,0 days 12:00:00,5.0,5.0,600.0,1895102.561459796
فيلا للبيع في حي الرمال ، الرياض,الرمال,7 days 00:00:00,4.0,5.0,324.0,1150000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,7 days 00:00:00,5.0,5.0,312.0,1700000.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,طويق,21 days 00:00:00,5.0,5.0,314.0,1100000.0
فيلا للبيع في الرياض,طويق,6 days 00:00:00,5.0,4.0,360.0,1180000.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,طويق,2 days 00:00:00,4.0,5.0,375.0,1250000.0
فيلا للبيع في شارع ابو راكة ، حي غرناطة ، الرياض,غرناطة,0 days 05:00:00,5.0,5.0,475.6799679165831,2800000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,7 days 00:00:00,4.0,5.0,360.0,1850000.0
فيلا للبيع في طريق الإمام عبدالله بن سعود بن عبدالعزيز ، حي القادسية ، الرياض,القادسية,60 days 20:00:00,5.0,5.0,360.0,1350000.0
فيلا للبيع في شارع الامام محمد اسماعيل الصنفاني ، حي الخليج ، الرياض,الخليج,0 days 06:00:00,5.0,3.0,437.0,1450000.0
فيلا للبيع في شارع المرجل ، حي اليرموك ، الرياض,اليرموك,0 days 09:00:00,5.0,5.0,313.0,1300000.0
فيلا للبيع في الرياض,المهدية,2 days 00:00:00,3.0,4.0,450.0,975000.0
فيلا للبيع في حي المونسية ، الرياض,المونسية,2 days 00:00:00,3.0,4.0,312.0,1400000.0
فيلا للبيع في طريق السيل الكبير ، الرياض,المهدية,2 days 00:00:00,4.0,5.0,200.0,800000.0
فيلا للبيع في طريق الجنادرية ، حي الرمال ، الرياض,الرمال,3 days 00:00:00,5.0,5.0,412.0,1300000.0
فيلا للبيع في المملكة العربية السعودية,المهدية,7 days 00:00:00,4.0,4.0,450.0,975000.0
فيلا للبيع في طريق السيل الكبير ، الرياض,المهدية,6 days 00:00:00,5.0,4.0,450.0,980000.0
فيلا للبيع في الرياض,المهدية,0 days 13:00:00,5.0,5.0,225.0,770000.0
فيلا للبيع في الرياض,المهدية,6 days 00:00:00,5.0,5.0,225.0,800000.0
فيلا للبيع في طريق الإمام عبدالله بن سعود بن عبدالعزيز الفرعي ، حي القادسية ، الرياض,القادسية,60 days 20:00:00,4.70312813314618,4.449167836374574,384.0,1400000.0
فيلا للبيع في طريق ديراب ، حي ديراب ، الرياض,أحد,0 days 09:00:00,4.0,5.0,375.0,1150000.0
فيلا للبيع في شارع علي بن النقيب ، حي الحزم ، الرياض,الحزم,14 days 00:00:00,6.0,5.0,300.0,900000.0
فيلا للبيع في حي طويق ، الرياض,طويق,30 days 10:00:00,5.0,5.0,300.0,900000.0
فيلا للبيع في حي القادسية ، الرياض,القادسية,60 days 20:00:00,4.70312813314618,5.0,405.0,1400000.0
فيلا للبيع في شارع مسور ، حي اليرموك ، الرياض,اليرموك,60 days 20:00:00,4.70312813314618,5.0,475.6799679165831,2850000.0
فيلا للبيع في شارع الظاهر ، حي طويق ، الرياض,طويق,5 days 00:00:00,5.0,4.0,400.0,900000.0
فيلا للبيع في حي القادسية ، الرياض,القادسية,30 days 10:00:00,6.0,5.0,405.0,1380000.0
فيلا للبيع في طريق الملك عبدالعزيز ، الرياض,العارض,30 days 10:00:00,5.0,5.0,384.0,2000000.0
فيلا للبيع في شارع الحريق ، حي ديراب ، الرياض,ديراب,30 days 10:00:00,4.0,5.0,300.0,920000.0
فيلا للبيع في شارع الناصفة ، حي ظهرة لبن ، الرياض,لبن,30 days 10:00:00,5.0,5.0,405.0,1400000.0
فيلا للبيع في الرياض,طويق,30 days 10:00:00,5.0,5.0,375.0,1100000.0
فيلا للبيع في حي الرمال ، الرياض,الرمال,7 days 00:00:00,5.0,3.0,500.0,2000000.0
فيلا للبيع في شارع السمعاني ، حي الزهرة ، الرياض,الزهرة,1 days 00:00:00,4.70312813314618,5.0,500.0,1300000.0
فيلا للبيع في الرياض,النرجس,30 days 10:00:00,5.0,5.0,450.0,2650000.0
فيلا للبيع في شارع محايل ، حي حطين ، الرياض,حطين,7 days 00:00:00,4.70312813314618,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,60 days 20:00:00,5.0,5.0,200.0,1290000.0
فيلا للبيع في طريق ابي بكر الصديق ، الرياض,العارض,60 days 20:00:00,5.0,5.0,360.0,1850000.0
فيلا للبيع في شارع الحيسونية ، حي شبرا ، الرياض,شبرا,6 days 00:00:00,5.0,5.0,475.6799679165831,1600000.0
فيلا للبيع في شارع علي البجادي ، الرياض,الرمال,30 days 10:00:00,4.0,4.0,310.0,1110000.0
فيلا للبيع في حي القادسية ، الرياض,القادسية,60 days 20:00:00,6.0,5.0,372.0,1350000.0
فيلا للبيع في شارع الشيخ جابر الاحمد الصباح ، حي الرمال ، الرياض,الرمال,60 days 20:00:00,5.0,4.0,458.0,1550000.0
فيلا للبيع في شارع الامير سعود بن عبدالله بن جلوي ، الرياض,العارض,0 days 03:00:00,5.0,5.0,200.0,1290000.0
فيلا للبيع في الرياض,طويق,0 days 03:00:00,5.0,5.0,312.0,1050000.0
فيلا للبيع في الرياض,النرجس,1 days 00:00:00,5.0,5.0,309.0,1400000.0
فيلا للبيع في الرياض,طويق,14 days 00:00:00,5.0,5.0,400.0,900000.0
فيلا للبيع في شارع غاف الجوي ، حي العقيق ، الرياض,العقيق,0 days 02:00:00,4.0,4.0,237.0,1550000.0
فيلا للبيع في الرياض,الدولي,7 days 00:00:00,3.0,4.449167836374574,348.0,1400000.0
فيلا للبيع في شارع ، شارع الامير سعود بن عبدالله بن جلوي ، الرياض,العارض,2 days 00:00:00,3.0,5.0,200.0,1290000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,0 days 03:00:00,5.0,4.0,360.0,2400000.0
فيلا للبيع في حي الرمال ، الرياض,الرمال,60 days 20:00:00,5.0,5.0,312.0,1100000.0
فيلا للبيع في شارع سليمان بن عبدالملك بن مروان ، الرياض,طويق,6 days 00:00:00,5.0,5.0,360.0,1150000.0
فيلا للبيع في شارع محمد علي جناح ، حي غرناطة ، الرياض,غرناطة,0 days 12:00:00,5.0,5.0,625.0,3000000.0
فيلا للبيع في شارع محفوظ الشافعي ، حي السويدي ، الرياض,السويدي,21 days 00:00:00,3.0,4.0,250.0,500000.0
فيلا للبيع في شارع المعرفة ، حي العليا ، الرياض,العليا,14 days 00:00:00,4.70312813314618,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في الرياض,الرمال,30 days 10:00:00,4.0,4.0,372.0,1150000.0
فيلا للبيع في حي القادسية ، الرياض,القادسية,60 days 20:00:00,5.0,5.0,312.0,1275000.0
فيلا للبيع في شارع الحاجرة ، حي الملقا ، الرياض,الملقا,30 days 10:00:00,5.0,5.0,450.0,2700000.0
فيلا للبيع في المملكة العربية السعودية,النرجس,5 days 00:00:00,4.0,5.0,360.0,1850000.0
فيلا للبيع في المملكة العربية السعودية,الملقا,7 days 00:00:00,5.0,5.0,540.0,1895102.561459796
فيلا للبيع في شارع الحاسب ، حي ديراب ، الرياض,ديراب,60 days 20:00:00,4.70312813314618,5.0,625.0,500000.0
فيلا للبيع في شارع المطارفة ، حي الحزم ، الرياض,الحزم,60 days 20:00:00,5.0,4.0,250.0,840000.0
فيلا للبيع في شارع نجم الدين الايوبي ، حي العوالي ، الرياض,نمار,30 days 10:00:00,4.70312813314618,4.0,360.0,1170000.0
فيلا للبيع في شارع العطار ، حي المصيف ، الرياض,المصيف,3 days 00:00:00,5.0,5.0,475.6799679165831,3000000.0
فيلا للبيع في حي الرمال ، الرياض,الرمال,21 days 00:00:00,5.0,5.0,220.0,860000.0
فيلا للبيع في المملكة العربية السعودية,الرمال,14 days 00:00:00,5.0,5.0,400.0,1200000.0
فيلا للبيع في شارع وادي الباب ، حي الصحافة ، الرياض,الصحافة,0 days 09:00:00,5.0,5.0,525.0,1895102.561459796
فيلا للبيع في شارع رقم 384 ، الرياض,النرجس,0 days 21:00:00,4.0,4.0,360.0,1900000.0
فيلا للبيع في شارع جديدة ، حي النهضة ، الرياض,النهضة,14 days 00:00:00,5.0,5.0,500.0,1600000.0
فيلا للبيع في الرياض,الرمال,60 days 20:00:00,6.0,5.0,390.0,1200000.0
فيلا للبيع في حي النظيم ، الرياض,النظيم,2 days 00:00:00,5.0,5.0,600.0,1450000.0
فيلا للبيع في شارع القصر ، الرياض,العارض,0 days 09:00:00,4.0,5.0,400.0,1900000.0
فيلا للبيع في طريق ابي بكر الصديق ، الرياض,العارض,60 days 20:00:00,4.0,5.0,395.0,2100000.0
فيلا للبيع في طريق السيل الكبير ، الرياض,المهدية,30 days 10:00:00,4.0,5.0,450.0,1600000.0
فيلا للبيع في الرياض,القيروان,30 days 10:00:00,4.0,5.0,338.0,2000000.0
فيلا للبيع في حي القيروان ، الرياض,القيروان,60 days 20:00:00,5.0,3.0,200.0,1000000.0
فيلا للبيع في حي العقيق ، الرياض,العقيق,0 days 08:00:00,5.0,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في طريق السيل الكبير ، الرياض,المهدية,30 days 10:00:00,3.0,5.0,280.0,1200000.0
فيلا للبيع في شارع نجم الدين الأيوبي الفرعي ، الرياض,طويق,30 days 10:00:00,5.0,4.0,352.0,1100000.0
فيلا للبيع في حي العوالي ، الرياض,طويق,60 days 20:00:00,5.0,4.0,312.0,850000.0
فيلا للبيع في طريق ابي بكر الصديق ، الرياض,النرجس,7 days 00:00:00,4.70312813314618,5.0,400.0,1050000.0
فيلا للبيع في شارع منصور الغزال ، حي المصيف ، الرياض,المصيف,1 days 00:00:00,5.0,5.0,475.6799679165831,1800000.0
فيلا للبيع في حي الملقا ، الرياض,الملقا,30 days 10:00:00,5.0,5.0,403.0,2700000.0
فيلا للبيع في شارع ، شارع سليمان بن عبدالملك بن مروان ، الرياض,طويق,60 days 20:00:00,5.0,4.0,360.0,860000.0
فيلا للبيع في شارع الصحراء المغربية ، حي النفل ، الرياض,النفل,14 days 00:00:00,5.0,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في شارع سدير ، حي السويدي ، الرياض,السويدي,60 days 20:00:00,5.0,5.0,400.0,1100000.0
فيلا للبيع في الرياض,الرمال,60 days 20:00:00,4.0,5.0,458.0,1500000.0
فيلا للبيع في حي بدر ، الرياض,بدر,7 days 00:00:00,5.0,5.0,431.0,900000.0
فيلا للبيع في طريق الأمير محمد بن سعد بن عبدالعزيز ، حي القيروان ، الرياض,القيروان,7 days 00:00:00,5.0,3.0,450.0,2100000.0
فيلا للبيع في طريق الامام سعود بن فيصل ، حي الملقا ، الرياض,الملقا,7 days 00:00:00,5.0,5.0,500.0,1895102.561459796
فيلا للبيع في المملكة العربية السعودية,الرمال,14 days 00:00:00,5.0,5.0,220.0,870000.0
فيلا للبيع في شارع علي البجادي ، الرياض,الرمال,30 days 10:00:00,5.0,5.0,350.0,1130000.0
فيلا للبيع في الرياض,طويق,30 days 10:00:00,4.0,4.449167836374574,360.0,825000.0
فيلا للبيع في طريق الأمير محمد بن سعد بن عبدالعزيز ، حي القيروان ، الرياض,القيروان,7 days 00:00:00,5.0,3.0,450.0,2100000.0
فيلا للبيع في حي عكاظ ، الرياض,بدر,7 days 00:00:00,5.0,5.0,300.0,900000.0
فيلا للبيع في شارع إبراهيم الرشودي ، حي النهضة ، الرياض,النهضة,21 days 00:00:00,4.70312813314618,4.449167836374574,375.0,650000.0
فيلا للبيع في شارع صالح بن علي سروجي ، حي السعادة ، الرياض,السعادة,6 days 00:00:00,4.0,4.0,364.0,1360000.0
فيلا للبيع في المملكة العربية السعودية,طويق,7 days 00:00:00,3.0,5.0,404.0,900000.0
فيلا للبيع في شارع رقم 519 ، الرياض,النرجس,30 days 10:00:00,5.0,5.0,400.0,2250000.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,طويق,7 days 00:00:00,3.0,5.0,450.0,920000.0
فيلا للبيع في شارع النابغة الذبياني ، حي الزهرة ، الرياض,الزهرة,1 days 00:00:00,5.0,5.0,475.6799679165831,1100000.0
فيلا للبيع في الرياض,طويق,6 days 00:00:00,5.0,5.0,375.0,1220000.0
فيلا للبيع في شارع نجم الدين الايوبي ، الرياض,طويق,30 days 10:00:00,5.0,5.0,260.0,920000.0
فيلا للبيع في طريق السيل الكبير ، الرياض,المهدية,60 days 20:00:00,3.0,4.0,425.0,950000.0
فيلا للبيع في المملكة العربية السعودية,الشرق,3 days 00:00:00,3.0,4.0,360.0,850000.0
فيلا للبيع في شارع ابن الامير ، حي غرناطة ، الرياض,غرناطة,60 days 20:00:00,4.70312813314618,3.0,325.0,1700000.0
فيلا للبيع في شارع عسفان ، الرياض,النرجس,21 days 00:00:00,4.0,5.0,360.0,2000000.0
فيلا للبيع في شارع العطفين ، حي الخزامى ، الرياض,الخزامى,60 days 20:00:00,4.0,3.0,554.0,1895102.561459796
فيلا للبيع في المملكة العربية السعودية,عرقة,3 days 00:00:00,5.0,5.0,450.0,2700000.0
فيلا للبيع في شارع الميمنة ، حي الصحافة ، الرياض,الصحافة,3 days 00:00:00,4.70312813314618,5.0,480.0,2800000.0
فيلا للبيع في طريق الأمير محمد بن سلمان بن عبدالعزيز ، حي حطين ، الرياض,حطين,3 days 00:00:00,4.0,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في الطريق الدائري الشمالي الفرعي ، حي حطين ، الرياض,حطين,3 days 00:00:00,4.70312813314618,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في حي حطين ، الرياض,حطين,3 days 00:00:00,4.70312813314618,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في شارع القصر ، الرياض,العارض,0 days 02:00:00,4.0,4.0,400.0,1750000.0
فيلا للبيع في شارع وادي المياه ، حي بدر ، الرياض,بدر,7 days 00:00:00,5.0,3.0,361.0,800000.0
فيلا للبيع في شارع نجم الدين الأيوبي الفرعي ، الرياض,طويق,0 days 01:00:00,5.0,5.0,300.0,900000.0
فيلا للبيع في شارع أبي علي الخياط ، حي القدس ، الرياض,القدس,28 days 00:00:00,5.0,3.0,550.0,1350000.0
فيلا للبيع في شارع ابن زهر ، حي السعادة ، الرياض,السعادة,0 days 04:00:00,5.0,5.0,288.0,1200000.0
فيلا للبيع في الرياض,النرجس,5 days 00:00:00,4.70312813314618,4.449167836374574,450.0,2100000.0
فيلا للبيع في حي النرجس ، الرياض,النرجس,0 days 07:00:00,4.0,4.0,250.0,1400000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,30 days 10:00:00,4.70312813314618,4.449167836374574,475.6799679165831,2200000.0
فيلا للبيع في المملكة العربية السعودية,عرقة,7 days 00:00:00,5.0,4.449167836374574,450.0,2700000.0
فيلا للبيع في الرياض,المهدية,30 days 10:00:00,5.0,4.0,375.0,950000.0
فيلا للبيع في حي ظهرة لبن ، الرياض,لبن,0 days 22:00:00,4.70312813314618,5.0,390.0,1150000.0
فيلا للبيع في حي القدس ، الرياض,القدس,30 days 10:00:00,5.0,5.0,360.0,1700000.0
فيلا للبيع في شارع ابراهيم البرهان ، الرياض,الجنادرية,21 days 00:00:00,5.0,5.0,360.0,1250000.0
فيلا للبيع في الرياض,الجنادرية,60 days 20:00:00,5.0,5.0,360.0,1200000.0
فيلا للبيع في طريق الجنادرية ، حي الرمال ، الرياض,الرمال,21 days 00:00:00,5.0,5.0,310.0,1120000.0
فيلا للبيع في حي المناخ ، الرياض,المناخ,1 days 00:00:00,5.0,5.0,600.0,1600000.0
فيلا للبيع في طريق الملك عبدالعزيز ، الرياض,العارض,30 days 10:00:00,5.0,4.0,346.0,1600000.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,طويق,30 days 10:00:00,5.0,5.0,312.0,950000.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,طويق,30 days 10:00:00,5.0,5.0,360.0,1100000.0
فيلا للبيع في الرياض,الجنادرية,60 days 20:00:00,5.0,5.0,324.0,1150000.0
فيلا للبيع في الرياض,النرجس,30 days 10:00:00,3.0,5.0,450.0,2350000.0
فيلا للبيع في شارع دسمان ، حي العليا ، الرياض,العليا,28 days 00:00:00,5.0,3.0,667.0,1600000.0
فيلا للبيع في الرياض,المهدية,30 days 10:00:00,4.70312813314618,4.0,250.0,1030000.0
فيلا للبيع في طريق الثمامة ، حي مطار الملك خالد ، الرياض,الرمال,30 days 10:00:00,5.0,5.0,242.0,980000.0
فيلا للبيع في حي حطين ، الرياض,حطين,4 days 00:00:00,4.0,4.449167836374574,351.0,2000200.0
فيلا للبيع في شارع اثيثية ، حي المعذر الشمالي ، الرياض,الشمالي,0 days 12:00:00,4.70312813314618,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في حي النظيم ، الرياض,النظيم,7 days 00:00:00,4.70312813314618,4.449167836374574,475.6799679165831,2000000.0
فيلا للبيع في حي العزيزية ، الرياض,العزيزية,60 days 20:00:00,6.0,5.0,630.0,1750000.0
فيلا للبيع في شارع وادي الفرع ، حي النسيم الشرقي ، الرياض,الشرقي,14 days 00:00:00,4.0,4.0,480.0,1300000.0
فيلا للبيع في المملكة العربية السعودية,العارض,1 days 00:00:00,4.0,4.0,375.0,1550000.0
فيلا للبيع في الرياض,النرجس,0 days 00:35:00,4.0,4.0,300.0,1600000.0
فيلا للبيع في شارع نجم الدين الأيوبي الفرعي ، الرياض,طويق,30 days 10:00:00,3.0,5.0,450.0,1000000.0
فيلا للبيع في الرياض,الرمال,5 days 00:00:00,5.0,3.0,371.0,1300000.0
فيلا للبيع في طريق أنس ابن مالك ، الرياض,الملقا,60 days 20:00:00,4.0,3.0,437.0,1895102.561459796
فيلا للبيع في حي السعادة ، الرياض,السعادة,60 days 20:00:00,4.70312813314618,4.0,625.0,1300000.0
فيلا للبيع في حي الملقا ، الرياض,الملقا,0 days 04:00:00,5.0,5.0,540.0,1895102.561459796
فيلا للبيع في شارع وادي نعام ، حي الدار البيضاء ، الرياض,البيضاء,30 days 10:00:00,5.0,4.0,475.6799679165831,1600000.0
فيلا للبيع في شارع اللؤلؤة ، حي ظهرة لبن ، الرياض,لبن,30 days 10:00:00,4.70312813314618,5.0,312.0,1300000.0
فيلا للبيع في المملكة العربية السعودية,طويق,14 days 00:00:00,5.0,5.0,300.0,930000.0
فيلا للبيع في حي النرجس ، الرياض,النرجس,0 days 06:00:00,4.0,4.0,250.0,1400000.0
فيلا للبيع في طريق خزام ، حي مطار الملك خالد الدولي ، الرياض,الرمال,60 days 20:00:00,4.0,4.0,387.0,1300000.0
فيلا للبيع في شارع اثيثية ، حي المعذر الشمالي ، الرياض,الشمالي,0 days 12:00:00,4.70312813314618,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في الرياض,العارض,0 days 09:00:00,4.0,5.0,300.0,1600000.0
